2024-11-23 14:57:15,402 - asyncio - DEBUG - Using selector: SelectSelector
2024-11-23 14:57:24,163 - asyncio - DEBUG - Using selector: SelectSelector
2024-11-23 14:57:33,381 - asyncio - DEBUG - Using selector: SelectSelector
2024-11-23 14:57:33,386 - urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): signin.pinnacleauth.com:443
2024-11-23 14:57:34,139 - urllib3.connectionpool - DEBUG - https://signin.pinnacleauth.com:443 "POST /oauth/token HTTP/11" 200 None
2024-11-23 14:57:34,142 - work_order_review.services.newton_service - DEBUG - Initialized NewtonService with tenant_id=kuraray, scenario_id=209309816
2024-11-23 14:57:34,143 - work_order_review.services.newton_service - DEBUG - Getting data from endpoint: scenariomanager
2024-11-23 14:57:34,143 - work_order_review.services.newton_service - DEBUG - Built URL: https://newton.pinnacletech.com/kuraray/api/scenario/209309816/scenariomanager
2024-11-23 14:57:34,144 - work_order_review.services.newton_service - INFO - Making request to: https://newton.pinnacletech.com/kuraray/api/scenario/209309816/scenariomanager
2024-11-23 14:57:34,144 - work_order_review.services.newton_service - DEBUG - Using headers: {'authorization': 'Bearer eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6Ii1sQjZrQWlwRVZ5aHlUNFJPd091ciJ9.eyJpc3MiOiJodHRwczovL3NpZ25pbi5waW5uYWNsZWF1dGguY29tLyIsInN1YiI6IjNlVEtzbEh2UngwTnlwQjk1NXBYN2c4U0d6eGU3akc5QGNsaWVudHMiLCJhdWQiOiJodHRwczovL2FwaS5waW5uYWNsZXRlY2guY29tIiwiaWF0IjoxNzMyMzk1NDU0LCJleHAiOjE3MzI0ODE4NTQsInNjb3BlIjoiYWRtaW46ZmFjaWxpdHkgcmVhZDpmYWNpbGl0eSBpbXBlcnNvbmF0ZV91c2VyIHJlYWQ6Y29nbml0ZSB3cml0ZTpjb2duaXRlIiwiZ3R5IjoiY2xpZW50LWNyZWRlbnRpYWxzIiwiYXpwIjoiM2VUS3NsSHZSeDBOeXBCOTU1cFg3ZzhTR3p4ZTdqRzkifQ.gVH-EI1lX7N0GN2RVcBDzCGBWvde4bWF-x1nFbTjiLi9KcuB_Enarp0ydqepG_gdoCX6sAcsoSTHESQM4xYAQp28_okV8pqWYEyBN2RrpMnsb8PtDiBZB48avRquoBY7I_4IFNzXbHnwSZ0HqXhrnF6uPEOyMSHUXk4O9bCvIOhOpU95c6fgCoNbVcdLM0dalb06TTbFmiTLsRKYNVz3mEatQ4bqbzpzHm3tchld141WCCSj3noDfIq2TEAdHZo5YTI7ukjBmti1Uv5lokZzqHlNoeLEdfHsciG4Y61MIEvLUoa5CeR9KW1Dawl5Jxf0JbhH8JrzYbz7vtsvEvexYg', 'user': '4c453411-6d39-4704-81d0-ac09014d83eb'}
2024-11-23 14:57:34,433 - work_order_review.services.newton_service - INFO - Successfully fetched data from https://newton.pinnacletech.com/kuraray/api/scenario/209309816/scenariomanager
